area,crawl_time,decoration,elevator,flood,follow_number,house_id,location,look_number,orientation,pub_duration,room,title,total_price,total_unit,unit_price,xiaoqu
87.38,2019-06-26 12:49:05,精装,有电梯,12层2015年建板楼,19,6e7f6463e2a8b376a9e2008b95aae031,西溪,47,南,1个月以前,2室2厅,西溪诚园宜居好房 业主诚心出售 绿城物业 采光无忧,560,万,64088,西溪诚园致诚苑 
62.58,2019-06-26 12:49:05,简装,有电梯,低楼层(共32层)2014年建板塔结合,13,f6b9f12a54e7e27b44a042f938e28f37,高教园区东,1,南 北,12天以前,2室1厅,云水站两房满二年 生活交通，配套完善 楼层好 文海,205,万,32759,景冉佳园 
45.56,2019-06-26 12:49:05,精装,有电梯,中楼层(共18层)2005年建板楼,51,2ff393f3c88a1646db919c5cfabcda4b,和睦,14,南,1个月以前,1室1厅,此房满两年无需缴纳增值税中间楼层自住装修户型正气,172,万,37753,小河佳苑 
83.12,2019-06-26 12:49:05,简装,有电梯,低楼层(共14层)2015年建板楼,31,e1451505adb64be73ac23e38a87c41b6,丁桥,17,南,3个月以前,2室2厅,此房满两年 两房朝南 诚心出售 看房方便。,249,万,29957,广大融城印象 
63.23,2019-06-26 12:49:05,简装,无电梯,5层1983年建板楼,41,5d586a381e06a13a9ed1c08c3d0bee73,学军,17,南,3个月以前,3室1厅,全明户型 三房有钥匙随时可以看 不沿马路,540,万,85403,下宁巷 
108.59,2019-06-26 12:49:05,精装,无电梯,中楼层(共5层)2003年建板楼,35,39d4d314c851d47717cd70043fa6bfe5,星桥,13,南,22天以前,3室2厅,小区位置好，楼层佳，房东诚心出售！！！,215,万,19800,广厦天都城天风苑 
89,2019-06-26 12:49:05,毛坯,有电梯,高楼层(共34层)2017年建板楼,10,c5e0c292c1e3bb8941a592a0145e85f6,西兴,15,南,2个月以前,3室1厅,次新小区 双地铁口 纯毛坯可自行设计,360,万,40450,阳光城上府 
89,2019-06-26 12:49:05,精装,有电梯,18层2016年建板楼,43,15773122b1bcb3bb6e7134a167b270ed,西溪,13,南 北,1个月以前,3室2厅,河滨之城开发商精装修，沿河视野好，中间楼层，采光好,480,万,53933,融创河滨之城雨澜轩 
72.48,2019-06-26 12:49:05,精装,有电梯,高楼层(共18层)2012年建塔楼,100,491bfea14f4c4ff728462a031f051707,钱江世纪城,15,南,29天以前,2室2厅,钱江世纪城板块 小面积  jing装修低总价  适合刚需,210,万,28974,林之语 
89,2019-06-26 12:49:05,精装,有电梯,高楼层(共7层)2016年建板楼,11,29122ca33c81f56de85cc88150660da1,未来科技城,17,南,20天以前,3室2厅,三房二卫户型  诚信出售 精装修自住  满二年,370,万,41574,合景叠彩园 
96,2019-06-26 12:49:05,简装,有电梯,中楼层(共16层)2011年建板楼,27,d3d6d96dd3b4a56d0b3bfecfc9838940,乔司,43,南 北,31天以前,3室2厅,宜家商圈，南北通透三房，户型方正,233,万,24271,复地连城国际 
54.22,2019-06-26 12:49:05,简装,有电梯,中楼层(共27层)2004年建板楼,36,5ed3ef4206718393ebcdeeae92a66e4f,萧山新城区,17,南,3个月以前,1室0厅,绿都百瑞广场，距离建设三路地铁口20米,93,万,17153,绿都百瑞广场 
57.5,2019-06-26 12:49:05,简装,无电梯,中楼层(共6层)1991年建板楼,80,c9ce8b8bb10aa9dd284c087b9091867b,清泰,22,南,一年前,2室1厅,龙翔桥地铁口1000米 步行去西湖  浙一浙二医院500米,230,万,40000,紫金观巷 
89,2019-06-26 12:49:05,精装,有电梯,中楼层(共17层)2011年建塔楼,12,2bc4a7e8141560cfbde2eba320cd7108,火车东站,27,南,2个月以前,3室2厅,寻寻觅觅，城东滨江开发商小三房，等一个有缘人,410,万,46068,滨江曙光之城 
87.73,2019-06-26 12:49:05,精装,有电梯,高楼层(共34层)2016年建板楼,68,a7ff5f7722acd1ef4282c780a5f3ddbb,临平,35,南,2个月以前,3室1厅,临平欢乐城 精装三房 户型正气 看房方便 房东诚心出售,230,万,26217,华元欢乐城 
35.35,2019-06-26 12:49:05,精装,无电梯,低楼层(共5层)1994年建板楼,92,da84dcb6f42783d9d87f3514e2c13abf,建国北路,11,南,5个月以前,1室1厅,地铁口 2000年房龄  精装修 架空层 公积金三成可做,162,万,45828,锦园小区 
49.65,2019-06-26 12:49:05,精装,无电梯,高楼层(共7层)1990年建板楼,99,0c07ef423cf20f97e8b88edc5d5ed01d,建国北路,43,西,28天以前,2室1厅,树园小区 地铁口 装修清爽 采光好,185,万,37261,树园 
89.1,2019-06-26 12:49:05,毛坯,有电梯,中楼层(共18层)2015年建塔楼,21,51446945435a6e0c118d492f0cf298b4,万达广场,44,南,2个月以前,3室2厅,德信晓宸 刚需三居室 视野开阔 满2年 免增值税,370,万,41527,德信晓宸 
75.37,2019-06-26 12:49:05,精装,无电梯,低楼层(共7层)1996年建板楼,17,ff780732b9fdae4259776c6e40480132,翠苑,11,南,11天以前,3室1厅,五区精装，两房朝南，一房朝北户型，75.37方小三房,330,万,43784,翠苑五区 
95.4,2019-06-26 12:49:05,精装,无电梯,中楼层(共7层)1999年建板楼,25,ce9b696586be72049fa821d94965067d,建国北路,23,南,6个月以前,3室2厅,艮园小区 1998年房龄 中间楼层 自住装修 自带露台,430,万,45074,艮园社区 
40,2019-06-26 12:49:05,精装,有电梯,中楼层(共13层)板塔结合,49,5736e7690cf67e1adc9f805c9140ad4b,乔司,5,北,3个月以前,3室2厅,怡丰城4 78loft  精装修 出行方便 上下2层，随时看房,93,万,23250,东田怡丰城 
89.38,2019-06-26 12:49:05,简装,有电梯,中楼层(共18层)2009年建板楼,76,b432a63b0d748a756f96fb6f34bc0476,申花,60,南,3个月以前,3室1厅,滨江物业 环境优美 ，诚心出售 楼层好 采光无遮挡,405,万,45313,万家花城二期 
51.95,2019-06-26 12:49:05,简装,无电梯,中楼层(共7层)1998年建板楼,11,851ca32b4d37052930c5d613d668594c,武林,28,南 北,31天以前,2室1厅,西湖旁两房南北朝向，楼层好，生活便利。,310,万,59673,狮虎桥路 
50.24,2019-06-26 12:49:05,简装,无电梯,高楼层(共6层)1995年建板楼,70,641e989e167fe73df1860c0096771b46,大关,21,南,1个月以前,2室1厅,两房朝南   舒适两居  楼层好 户型方正 业主诚心,178,万,35430,大关东三苑 
42.37,2019-06-26 12:49:05,简装,无电梯,中楼层(共5层)1992年建板楼,24,3da9de56ecadc96cbf5c31403d4ca1fa,建国北路,18,南,13天以前,2室1厅,精装修两房朝南 采光好地铁口 交通便利满五年且唯一,190,万,44844,艮园社区 
89.36,2019-06-26 12:49:05,精装,有电梯,低楼层(共17层)2015年建塔楼,22,537969b2b240862c5af4d621a5094e32,九堡,13,南,26天以前,3室1厅,万科品质 东边套满二 精装采光好 诚心出售,335,万,37489,万科紫台 
71.63,2019-06-26 12:49:05,简装,有电梯,中楼层(共29层)2008年建板楼,18,9a17720e8dd51adf84a61f8520689ed6,沿江北,23,南,15天以前,2室1厅,小区中 -心花园位置，地段好，满五年，诚心卖！,203,万,28341,野风海天城 
89.11,2019-06-26 12:49:05,精装,有电梯,中楼层(共28层)2015年建塔楼,5,ae3aebb80f55a2628b0c94f8e4149bc5,万达广场,10,南,13天以前,3室2厅,万科北宸之光 满2年 高楼层 业主软装自住,306,万,34340,万科北宸之光 
89.14,2019-06-26 12:49:05,精装,有电梯,高楼层(共15层)2016年建板楼,17,6a24a098688080cc77cdf1ca20282384,申花,0,南,2个月以前,3室2厅,金地繁华里7月底满两年 房东诚心出售 随时可看,405,万,45435,金地繁华里 
61.68,2019-06-26 12:49:05,毛坯,有电梯,低楼层(共13层)2012年建板楼,82,fbb3eb07f4d9826dc5404ad80ba95101,丁桥,18,南 北,1个月以前,2室1厅,只有个税，楼层好采光通透，毛坯方便自己装修,156,万,25292,北城枫景园 
72.84,2019-06-26 12:49:05,精装,有电梯,中楼层(共6层)2014年建板塔结合,109,6fd1ef304fd9331e35d684e9b4cad16d,良渚,19,南,1个月以前,2室1厅,七贤郡舒适两房，户型方正，总价低，刚需不二选,183,万,25124,良渚文化村七贤郡 
69.59,2019-06-26 12:49:05,简装,无电梯,高楼层(共6层)2007年建板楼,104,b575857fddae63b53a940d123ab0d26c,萧山市区,8,南,24天以前,3室1厅,刚需三房户型  可拎包入住 采光充足 交通便利,160,万,22992,崇化住宅区 
116.34,2019-06-26 12:49:05,简装,有电梯,中楼层(共32层)2015年建板楼,10,ac427fee6a565df04710434a071269ea,闲林,14,南,21天以前,4室2厅,东海闲湖城  人气小区 湖景房 四房两卫 双阳台,280,万,24068,东海闲湖城印象加州 
119.29,2019-06-26 12:49:05,简装,有电梯,高楼层(共30层)2009年建板楼,30,449356b08cf70d82d5a2c12483e651c1,滨江区政府,16,南,3个月以前,3室2厅,铂金时代小区，环境优雅，户型方正,505,万,42334,铂金时代公寓 
129.1,2019-06-26 12:49:05,简装,有电梯,中楼层(共15层)2009年建板楼,21,a6d8b21f6a6f25e2c0024f228c53074c,九堡,15,南,1个月以前,3室2厅,红苹果大三房出售 成熟社区  楼间距大,373,万,28893,红苹果家园 
40.23,2019-06-26 12:49:05,精装,有电梯,中楼层(共14层)2014年建板楼,46,506b92a03c77ab82f72b30fda7e43b21,申花,34,西,2个月以前,2室1厅,西城纪公寓，精装修，房东诚心出售，,120,万,29829,中天西城纪 
56.54,2019-06-26 12:49:05,简装,有电梯,高楼层(共15层)2009年建板塔结合,5,1d9443d30ff8fe98de5450ff289b796d,金沙湖,5,东南,10天以前,2室1厅,高沙站800米 小户型总价低 边套采光好全明 有钥匙看,180,万,31836,高沙百盛苑 
40.39,2019-06-26 12:49:05,精装,无电梯,中楼层(共6层)2006年建板楼,67,abe0cd5f79d0699721d7b42d212c3ae3,拱宸桥,8,南,1个月以前,1室1厅,精装修一房，建筑年代新，首付三成，贷款满30年！,160,万,39614,定海西园 
150,2019-06-26 12:49:06,精装,有电梯,高楼层(共28层)2004年建板楼,16,3b9002043b050b6f31cf97c5d6ec6342,滨江区政府,6,南,9个月以前,4室2厅,满五年 纯边套 楼层好 双阳台 精装修 随时看房 空置,675,万,45000,新州花苑 
40.84,2019-06-26 12:49:06,简装,有电梯,低楼层(共18层)2003年建塔楼,88,537f3da309dd84312624a23cc35995a4,长庆,17,南,10个月以前,1室1厅,看房方便，房东诚心出售，电梯房,186,万,45544,凤起都市花园 
83.57,2019-06-26 12:49:06,精装,有电梯,中楼层(共20层)2011年建板楼,32,853e2b1435b6a5a0e6447e74dd624528,白马湖,22,南,18天以前,2室2厅,房子装修好 自住 保养的好 采光好,310,万,37095,风景蝶院留园 
57.24,2019-06-26 12:49:06,精装,有电梯,中楼层(共23层)2017年建板塔结合,10,0d3cde7ed38241c9e54c1b98e040be8c,申花,5,南,18天以前,1室1厅,总价低，视野好，朝南户型，诚心售,120,万,20965,复地壹中心 
52.92,2019-06-26 12:49:06,简装,无电梯,高楼层(共6层)2000年建板楼,22,ad26fa73ed2a33abfeccd36123c92aed,众安桥,4,南 北,2个月以前,2室1厅,满五唯一，看房方便，装修清爽.,280,万,52911,孩儿巷33号 
26.87,2019-06-26 12:49:06,简装,有电梯,21层2016年建板楼,33,55e6ea5139d7964034d77980cb7d1541,临平,6,南,1个月以前,1室1厅,带装修，小户型，朝南，45万，随时看房。,45,万,16748,万宝城 
94.94,2019-06-26 12:49:06,毛坯,有电梯,高楼层(共44层)2018年建板楼,25,ede3954ea65c70dc5b5e30c3299e3f90,未来科技城,49,南,1个月以前,3室1厅,交通便利   购物方便  诚心出售,320,万,33706,奥克斯时代未来之城 
64.77,2019-06-26 12:49:06,精装,无电梯,低楼层(共6层)1998年建板楼,51,60e83d17359db9d9395730d0d35fb2dd,临平,27,南 北,31天以前,2室1厅,临平沃尔玛旁 近三年的装修 满2年  诚心卖,135,万,20843,爱民路 
136.7,2019-06-26 12:49:06,精装,有电梯,高楼层(共10层)2016年建板塔结合,141,7db6fa8853190d0434bf209f676301c8,未来科技城,4,南,11个月以前,4室2厅,开发商精装修，房东又花了15万装修，西边套，含车位！,600,万,43892,富力西溪悦居 
89.26,2019-06-26 12:49:06,毛坯,有电梯,低楼层(共33层)2013年建板塔结合,26,cc010ed8b2f409e8284fb7bf309adec5,沿江南,48,南,2个月以前,3室2厅,好楼层 视野好 配套齐全 出行方便,258,万,28905,宋都晨光国际 
54.87,2019-06-26 12:49:06,简装,无电梯,低楼层(共6层)1989年建板楼,128,e65c7bdd01df67a6b4f485af64d758d7,和睦,25,南 北,9个月以前,2室1厅,带20平方院子 两房户型  满两年 不沿街 交通方便,198,万,36086,和睦新村 
87.5,2019-06-26 12:49:06,简装,有电梯,高楼层(共33层)2009年建板楼,21,e1760a5a9693e614e0fa7ebab41972be,滨江区政府,28,南,2个月以前,2室1厅,欣盛. 东方郡 刚需小面积户型好房,455,万,52000,欣盛东方郡东区 
85.11,2019-06-26 12:49:06,简装,有电梯,中楼层(共18层)2006年建板楼,53,8cf0af36ae69ffdc92c8a1afab921247,三墩,11,南,8个月以前,2室1厅,西湖区 地铁500米 楼层好 采光充足 房东诚心出售,270,万,31724,都市水乡水秀苑 
87.98,2019-06-26 12:49:06,简装,有电梯,低楼层(共30层)2016年建板楼,26,27d231c769f665a588b2b123d8911588,勾庄,13,南,14天以前,3室2厅,开发商精装  小区价格算低的一套，手慢无，,206,万,23415,嘉凯城名城博园 
88,2019-06-26 12:49:06,毛坯,有电梯,中楼层(共30层)2017年建板楼,90,8e5adf76151425f0cca026b3019c8584,萧山开发区,34,南,7个月以前,3室2厅,科尔世纪外滩 89方三室户型 高楼层小区中间 价格真实,220,万,25000,科尔世纪外滩 
65.7,2019-06-26 12:49:06,精装,无电梯,中楼层(共6层)1989年建板楼,317,e6bcd6d8ee23ca55c2f034707710c425,翠苑,34,南 北,5个月以前,3室1厅,中间楼层采光无遮拦 全明户型 新房已买好诚心出售,268,万,40792,翠苑三区 
103,2019-06-26 12:49:06,简装,无电梯,低楼层(共6层)1998年建板楼,57,43b2f28fee5ac050fe5c2e51570d177a,三墩,8,南 北,10个月以前,2室2厅,新世纪花苑 地铁三墩站450米 不沿马路 错层结构,273,万,26505,新世纪花苑 
134.51,2019-06-26 12:49:06,毛坯,有电梯,中楼层(共41层)2013年建板塔结合,35,2d2a2748a94d9bbfa2e9af745baaf23b,沿江南,24,南,5个月以前,3室2厅,宋都晨光国际 四开间朝南 连体三阳台 楼层好诚心出售,350,万,26021,宋都晨光国际 
34.02,2019-06-26 12:49:06,简装,无电梯,高楼层(共6层)1989年建板楼,66,9a38b66bd6ef1eec5e1fde560580c932,朝晖,29,南,30天以前,1室1厅,此房已满两年，高楼层，采光没有影响。,138,万,40565,朝晖四区 
89,2019-06-26 12:49:06,精装,有电梯,中楼层(共11层)2016年建板楼,21,116a692376e91342a909a54368a4ccf6,西溪,27,南,1个月以前,3室1厅,万科开发精准交付，满两年，拎包入住,495,万,55618,万科西庐一期 
87.37,2019-06-26 12:49:06,精装,有电梯,中楼层(共18层)2010年建板楼,16,ddda764b2cbeebd8ede3d0bfee9ca09d,桥西,35,南 北,1个月以前,3室2厅,拱宸桥西 精装修+全明户型+南北通透双阳台+刚需三房,455,万,52078,名城燕园 
85.11,2019-06-26 12:49:06,简装,无电梯,高楼层(共6层)2013年建板塔结合,103,b23f77d53956e7deecf3c57816f91a68,闲林,2,南,一年前,5室2厅,简单装修，满五年，客厅挑空跃层,233,万,27377,岸上蓝山 
119.61,2019-06-26 12:49:06,简装,有电梯,高楼层(共17层)2000年建板楼,8,1d02ee0ab5a3bf869e455886f225bde4,临平,12,南 北,3个月以前,3室2厅,临平山南大三房。电梯房。纯毛坯，满两年了,230,万,19230,东安景苑 
87.97,2019-06-26 12:49:06,精装,有电梯,34层2010年建板楼,69,bb0dae3353063d981fee7c086beb9ad7,沿江南,25,南,一年前,2室2厅,保利东湾央企品质 大两房 业主自住精心装修 诚心出售,235,万,26714,保利东湾 
61.73,2019-06-26 12:49:06,简装,无电梯,低楼层(共6层)1999年建板楼,15,599be0f1ecd1acda0004685b364a9552,大关,11,南,1个月以前,2室1厅,大关南四苑 边套 房子好 业主诚心出售,220,万,35640,大关南四苑 
107,2019-06-26 12:49:06,毛坯,有电梯,高楼层(共24层)2009年建板楼,34,f82090bef50451e13e7d5a358885e9ed,申花,28,南 北,2个月以前,3室2厅,耀江文鼎苑不沿街纯毛坯随时看房,730,万,68225,耀江文鼎苑 
85.49,2019-06-26 12:49:06,简装,无电梯,中楼层(共5层)2005年建板楼,79,8d694e2a4e6fcc758557f6e122d3d96d,临平,36,南,29天以前,3室2厅,华宇家园  满五唯一  三房带装修  户型方正,157,万,18365,华宇家园 
41.57,2019-06-26 12:49:06,精装,无电梯,高楼层(共6层)1989年建板楼,113,cd4bf8988fa729922b8e4be94a503090,翠苑,37,南,2个月以前,1室1厅,翠苑三区朝南一居精装修满五年诚心出售,165,万,39693,翠苑三区 
50.52,2019-06-26 12:49:06,简装,无电梯,中楼层(共4层)1985年建板楼,12,94aa669aaa6ba112388a6ff063e1b4ba,大关,23,南 北,1个月以前,2室1厅,小兜弄 京杭大运河 交通便利 香积寺 大兜路历史街区,220,万,43548,小兜弄 
37.34,2019-06-26 12:49:06,简装,无电梯,低楼层(共6层)1990年建板楼,6,728cb419d8feef0540fe74cd580db761,武林,15,南 北,2个月以前,2室1厅,低总价    两室   武林桥河下   有院子,210,万,56240,武林桥河下 
58.23,2019-06-26 12:49:06,精装,无电梯,高楼层(共5层)1989年建板楼,33,ad455eec883faa5baecb677b3005f824,武林,15,南,2个月以前,2室1厅,小两房 拎包入住 低总价 安吉路 近西湖   适合养老,290,万,49803,环西新村 
59.17,2019-06-26 12:49:06,精装,无电梯,中楼层(共7层)1988年建板楼,6,7037990898131813ae765743fa3a18a1,德胜,3,南,10天以前,2室1厅,德胜新村装修清爽两房朝南免增值税个税不沿高架,215,万,36336,德胜新村 
88.77,2019-06-26 12:49:06,简装,有电梯,中楼层(共32层)2014年建板楼,11,286b745d4899079d9e5627e480fa1847,桥西,8,南,2个月以前,2室2厅,两房朝南 不临马路 正对小区花园 全明户型带装修,360,万,40555,富越香郡 
87.27,2019-06-26 12:49:06,精装,有电梯,高楼层(共33层)2016年建板楼,29,729a45d9b13ec396c747d48e9ea14e7f,大学城北,44,南,1个月以前,3室2厅,楼层好，视野宽阔，采光充足！！！！,225,万,25783,宋都东郡国际 
89,2019-06-26 12:49:06,精装,有电梯,高楼层(共11层)2016年建板塔结合,13,d44af84713845d367b2b6a9f719eb036,未来科技城,8,南,1个月以前,3室2厅,精装修带地暖，拎包入住，客厅带阳台,395,万,44383,富力西溪悦居 
89,2019-06-26 12:49:06,简装,有电梯,中楼层(共34层)2010年建塔楼,3,c0629b4d24b37710be488f9bc548c4c0,高教园区东,7,南 北,20天以前,3室2厅,保利江语海，户型好，客厅带阳台，视野开阔看房方便,350,万,39326,保利江语海 
140,2019-06-26 12:49:06,毛坯,无电梯,3层2017年建暂无数据,11,090b1d370fcd5a82499b8886e4dce337,未来科技城,20,南,2个月以前,联排别墅 | 4室2厅,新城峯璟带车位 随时可看 诚心出售,688,万,49143,新城峯璟 
85.47,2019-06-26 12:49:06,简装,有电梯,中楼层(共11层)2003年建板楼,111,591feb4f07613e7819f297ca8063a592,小和山,9,南 北,3个月以前,3室2厅,业主诚心出售的 看房方便的啊。,198,万,23167,浪漫和山 
110.26,2019-06-26 12:49:06,精装,无电梯,高楼层(共6层)2006年建板楼,29,40ce2a967ce0391a156827bdc65a7ef0,闲林,4,南 北,1个月以前,3室2厅,满两年 位置好 户型好 业主诚心 随时可签,275,万,24942,盛世嘉园 
39.99,2019-06-26 12:49:06,精装,有电梯,中楼层(共18层)2006年建板楼,6,22af81d15f1ec3fa988badf85c0368b0,闲林,9,南,31天以前,1室1厅,五常板块 中间楼层 采光充足 朝南 精装修,115,万,28758,盛世嘉园 
64.16,2019-06-26 12:49:06,精装,有电梯,低楼层(共17层)2010年建板楼,126,ccdcdb25faf858f53e22eeda3a516c42,申花,13,东南,11个月以前,2室1厅,城西银泰旁 昆仑橡树园  诚心出售 价格可谈 拎包入住,338,万,52681,昆仑橡树园 
56.33,2019-06-26 12:49:06,精装,有电梯,中楼层(共17层)2010年建板楼,5,0012f73a637befc6b017aced59956f11,闻堰,2,西南,8个月以前,3室2厅,房屋精装，大阳台，三房两卫，通风性很好，朝南,144,万,25564,湘湖九号 
65.01,2019-06-26 12:49:06,简装,有电梯,中楼层(共18层)1998年建板楼,92,b37ff8a0c395070662c110db2f50f4e1,翠苑,30,南,2个月以前,2室1厅,五区里的电梯房，满五年不唯一住宅，免增值税,250,万,38456,翠苑五区 
118.61,2019-06-26 12:49:06,精装,有电梯,低楼层(共16层)2019年建板楼,27,371045d0509b18f2e47a5f46a10201c6,钱江世纪城,21,南 北,2个月以前,3室2厅,碧桂园珑悦 3室2厅 555万,555,万,46793,碧桂园珑悦 
88,2019-06-26 12:49:06,精装,有电梯,高楼层(共22层)2015年建板楼,75,45d8cb2f985478456e8ca46547329c74,未来科技城,26,南 北,2个月以前,3室2厅,南湖边、小区环境优、楼层视野好、采光充足、交通便利,215,万,24432,湖山帝景湾南苑 
81.75,2019-06-26 12:49:06,简装,无电梯,低楼层(共6层)2004年建板楼,90,fc7421272b64cc03e52b66bc35e1ed12,三墩,21,南,6个月以前,2室2厅,铭雅苑自住 精装两房  一楼带花园,250,万,30582,铭雅苑东区 
134.96,2019-06-26 12:49:06,简装,有电梯,低楼层(共33层)2010年建板楼,31,bbba6cf5b82687de6d5fd6a57d9165d4,沿江南,12,南,3个月以前,4室2厅,地铁1号线，没有增值税和个税，纯边套户型，4房,345,万,25564,世茂江滨花园瑞景湾 
90.44,2019-06-26 12:49:06,简装,无电梯,低楼层(共6层)2000年建板楼,10,4a8d62f3d82de860e2bfa4b74130720f,文一西路,16,南,2个月以前,2室2厅,视野开阔，配套实施齐全，交通便利，采光充足,528,万,58382,星洲花园万黛兰居 
85.04,2019-06-26 12:49:06,精装,有电梯,中楼层(共27层)2010年建板楼,7,875dc1f0422221e6badd2224e8e313e8,临平,8,南,2个月以前,3室2厅,美好桂花星城 3室2厅 220万,220,万,25871,美好桂花星城 
88.97,2019-06-26 12:49:06,简装,有电梯,中楼层(共18层)2014年建板楼,25,3b79789eaa5a129767d840e6f294c4a7,闲林,48,南 北,3个月以前,3室1厅,未来科技城 保亿丽景山，满两年 带车位 看房方便,230,万,25852,保亿丽景山 
93.53,2019-06-26 12:49:06,精装,有电梯,中楼层(共15层)2011年建板楼,110,fe3a3a79e415336f0ac3b720ce08bb9a,乔司,52,南 北,9个月以前,3室2厅,复地连城国际，南北通透，自住装修大三房。,235,万,25126,复地连城国际 
89.29,2019-06-26 12:49:06,简装,有电梯,中楼层(共11层)2008年建板楼,80,bd2fcc67d1b71d1f088d15fefa9a6c95,申花,41,南 北,1个月以前,2室2厅,申花拱墅区 天阳美林湾，总价低，户型好。,320,万,35839,天阳美林湾 
81.36,2019-06-26 12:49:06,简装,无电梯,高楼层(共7层)1997年建板楼,82,317110e70e88501815f10e91140344b2,文三西路,30,南,10个月以前,3室1厅,单价33000 大三房 房东离杭诚心卖,270,万,33186,康乐香港城 
89.23,2019-06-26 12:49:06,精装,有电梯,高楼层(共30层)2014年建板塔结合,8,23a21d1c3142550333a0a67b10ff1b45,闲林,8,东南,15天以前,3室2厅,未来科技城区，交通便利，精装修小三房,275,万,30820,青枫墅园 
88.04,2019-06-26 12:49:06,简装,有电梯,7层2004年建塔楼,233,b0312a41f5e9ab95a88c88cb7e60b4e6,长庆,25,东 西,一年前,3室2厅,青蓝电梯房三房得房率高的一套，业主再次降价诚心出售,378,万,42936,凤起都市花园 
85.87,2019-06-26 12:49:06,精装,无电梯,高楼层(共6层)2007年建板楼,574,2d8b2847c5678dacf146e74e89b8a09c,星桥,20,南,一年前,3室1厅,天都城三房跃层房东诚心卖满五不唯一清爽精装修环境好,170,万,19798,广厦天都城天河苑 
89.73,2019-06-26 12:49:06,精装,有电梯,中楼层(共17层)2011年建塔楼,52,f757789c1ee3501dd39c7aac3b7e8b24,火车东站,24,南 北,7个月以前,3室2厅,新上89方婚房装修，南北通透，楼层好，看房方便,410,万,45693,滨江曙光之城 
48.69,2019-06-26 12:49:06,简装,无电梯,中楼层(共6层)1998年建板楼,7,427d9dd8c676558b6e1a5afc05d6c00e,湖墅,8,南 西 北,2个月以前,2室1厅,五一新村 中楼层两房 西边套 全明户型,210,万,43131,五一新村 
69.33,2019-06-26 12:49:06,简装,无电梯,高楼层(共7层)1999年建板楼,21,5514afffd1a0c05864341036dbec9a8b,鼓楼,3,南,2个月以前,2室1厅,候潮公寓简装两房，户型正气，视野佳,265,万,38223,候潮公寓 
90.13,2019-06-26 12:49:06,毛坯,有电梯,中楼层(共11层)2012年建板楼,86,99b2cda5e1119a32b911ce1c6c09561f,万达广场,31,南,10个月以前,3室2厅,跃层住宅，三房朝南，客厅带阳台，实用面积大,288,万,31954,大华海派风景 
89,2019-06-26 12:49:06,简装,有电梯,低楼层(共21层)2012年建板楼,30,f63b75e0c982e12314f2c80fed461fb4,万达广场,31,南 北,9个月以前,3室2厅,精装修可拎包入住，边套户型，三房两卫,320,万,35956,天鸿香榭里 
89,2019-06-26 12:49:06,简装,有电梯,中楼层(共17层)2015年建板塔结合,180,150c1f14092af4dcf77f5595a7cf399d,翡翠城,35,南 北,7个月以前,3室2厅,此房两房朝南，视野很好，新房标准,290,万,32585,溪悦宸府 
88.7,2019-06-26 12:49:06,精装,有电梯,低楼层(共42层)2013年建板塔结合,42,6bee0b1c971f6f45b2495ef84b8a0e66,沿江南,42,南,6个月以前,3室2厅,此房满2年，地铁口大三房跃层套，精装三十万！,305,万,34386,宋都晨光国际 
135.32,2019-06-26 12:49:06,精装,有电梯,中楼层(共16层)2009年建板楼,27,1b65b5df4c54c360d963ee325ca4a0fd,三墩,19,南,4个月以前,4室2厅,4房东边好 户型方正 阳光充足 电梯房精装,460,万,33994,亲亲家园四期 
118.93,2019-06-26 12:49:06,简装,有电梯,低楼层(共14层)2004年建板楼,27,f0b9dd105961034d094deaea7c472cfd,三墩,20,南 北,3个月以前,3室2厅,三墩颐景园 三房户型 南北通透 精装修,399,万,33550,三墩颐景园 
41.09,2019-06-26 12:49:06,精装,无电梯,高楼层(共6层)1989年建板楼,74,66fc4ba8a6a801d0b412c107393d5b97,翠苑,5,南,2个月以前,1室1厅,新上一居室，户型方正，精装修，采光好，看房方便。,168,万,40886,翠苑三区 
111.9,2019-06-26 12:49:06,毛坯,有电梯,高楼层(共7层)2014年建板楼,81,a57280e98cba22f5152a02f69a6af9ba,乔司,20,南 北,2个月以前,3室2厅,乔司地铁一号线花漫里跃层花园洋房 价格包车位,348,万,31100,朗诗花漫里 
71.08,2019-06-26 12:49:06,精装,有电梯,高楼层(共18层)2009年建板楼,17,cf85e81ca4e2816874f1c6a2fd18f925,桥西,20,南,1个月以前,2室1厅,两房朝南 总价低 小区中间楼层高小区带游泳池篮球场,318,万,44739,凯德视界 
105.96,2019-06-26 12:49:06,简装,有电梯,中楼层(共13层)2010年建板塔结合,9,41c54534b0a3c3613831b3444e931b4f,笕桥,6,南,18天以前,3室2厅,原筑壹号 3室2厅 308万,308,万,29068,原筑壹号 
111.05,2019-06-26 12:49:06,简装,无电梯,中楼层(共6层)1998年建板楼,5,240a364ee6b467de9bed6723cf371050,三墩,4,南,10天以前,3室1厅,新世纪花苑 3室1厅 355万,355,万,31968,新世纪花苑 
85.81,2019-06-26 12:49:06,简装,无电梯,低楼层(共6层)2008年建板楼,112,a819dca284fadc3524fcc2b707b64a3b,闲林,37,南 北,4个月以前,2室2厅,方正两居室，看房方便，简单装修，满两年。,187,万,21793,爵士风情花园 
